soil,temp,humidity,watering
23,19.9,31,1
24,23.3,72,1
91,19.6,61,0
28,15.7,27,1
43,25.5,60,0
23,26.1,61,1
38,25.1,35,1
11,20.5,95,1
35,28.3,84,0
54,40.6,54,0
12,23.6,90,1
57,16.8,23,0
57,32.1,22,0
39,30.0,95,0
91,17.7,91,0
88,36.2,58,0
77,26.0,30,0
86,28.5,38,0
52,29.6,41,0
36,29.5,74,0
76,27.2,20,0
64,41.0,57,0
88,41.2,20,0
12,40.2,81,1
39,31.1,68,1
49,37.7,47,0
79,37.7,56,0
10,19.4,88,1
77,16.9,31,0
55,33.9,37,0
76,42.0,75,0
31,31.5,60,1
92,40.5,53,0
95,27.2,51,0
89,41.5,63,0
31,27.4,62,1
7,39.7,37,1
87,39.9,80,0
5,39.3,42,1
57,30.0,82,0
55,29.5,29,0
73,15.8,76,0
91,18.3,68,0
81,24.7,42,0
94,41.6,35,0
64,25.0,44,0
61,15.3,22,0
40,33.4,65,1
29,17.4,58,1
33,21.3,83,1
51,16.0,83,0
95,34.1,46,0
5,20.3,70,1
19,38.5,92,1
69,28.3,90,0
29,32.8,92,1
91,33.4,92,0
27,16.8,36,1
13,18.4,92,1
34,38.8,55,1
29,37.9,22,1
93,33.3,52,0
92,30.1,78,0
5,40.3,26,1
46,26.7,72,0
40,18.3,86,0
64,28.4,86,0
10,38.9,48,1
11,22.5,73,1
73,27.1,20,0
55,20.3,30,0
78,36.8,48,0
93,26.4,29,0
36,20.3,62,0
44,16.7,32,1
8,28.0,23,1
80,36.5,62,0
37,21.7,80,0
35,40.9,26,1
47,29.0,50,0
14,35.9,76,1
17,31.9,94,1
20,17.3,27,1
9,25.2,28,1
21,16.7,76,1
12,23.1,75,1
13,17.7,27,1
76,16.4,68,0
56,17.6,72,0
34,38.3,21,1
63,25.4,74,0
84,31.7,63,0
88,40.3,23,0
63,29.0,95,0
29,17.9,21,1
81,34.3,95,0
29,39.4,36,1
86,28.7,65,0
58,28.0,76,0
28,21.6,25,1
12,18.4,94,1
60,28.9,65,0
44,30.8,89,1
23,19.0,59,1
82,24.3,67,0
6,29.0,38,1
12,21.4,91,1
11,26.4,45,1
30,32.3,45,1
13,24.2,80,1
93,33.7,79,0
81,33.7,94,0
77,41.0,58,0
58,23.9,33,0
63,38.7,25,0
68,20.9,20,0
86,21.0,49,0
64,31.8,50,0
66,34.8,62,0
53,20.5,43,0
5,24.8,29,1
50,15.8,34,0
23,22.8,44,1
85,30.8,66,0
10,41.3,45,1
30,22.7,48,1
38,34.4,63,1
75,21.6,45,0
7,19.8,53,1
17,15.6,37,1
53,32.7,34,0
48,40.3,59,0
63,21.5,67,0
89,19.6,87,0
84,38.8,28,0
20,18.9,36,1
29,20.2,68,1
93,25.1,74,0
86,21.6,25,0
83,30.9,88,0
42,36.3,61,1
36,16.4,55,0
21,38.0,94,1
67,20.6,30,0
65,36.4,28,0
26,28.7,85,1
52,28.5,79,0
27,23.7,67,1
72,33.8,83,0
65,22.2,71,0
86,39.9,94,0
88,16.0,48,0
30,27.2,50,1
55,20.9,74,0
53,30.4,67,0
37,29.9,37,1
15,23.0,86,1
50,21.2,25,0
64,28.8,63,0
59,27.2,75,0
57,24.9,83,0
45,22.4,23,1
27,26.9,53,1
87,17.0,30,0
42,37.8,85,1
74,32.4,55,0
34,17.7,29,1
51,16.0,45,0
47,20.3,62,0
37,23.2,55,0
29,34.1,37,1
74,39.6,21,0
43,22.6,64,0
56,40.5,94,0
88,15.3,85,0
24,38.4,49,1
34,34.5,46,1
65,21.3,95,0
75,35.5,79,0
48,36.4,60,0
29,26.6,73,1
31,26.8,91,1
8,25.1,93,1
21,23.3,21,1
68,36.9,65,0
48,21.1,74,0
92,35.3,88,0
43,23.8,22,1
77,36.2,37,0
24,41.4,62,1
77,32.0,93,0
55,41.5,46,0
55,16.7,69,0
29,27.8,62,1
77,41.0,58,0
16,19.6,90,1
27,15.9,82,1
8,20.0,28,1
54,22.7,49,0
42,32.8,28,1
63,16.6,86,0
6,19.6,72,1
55,19.2,34,0
21,29.5,81,1
13,25.5,46,1
21,38.5,59,1
60,37.1,80,0
25,31.3,59,1
80,20.5,78,0
40,20.4,38,1
62,16.7,71,0
82,36.8,87,0
47,39.6,82,0
63,27.5,25,0
16,22.8,78,1
49,33.9,58,0
55,31.6,42,0
58,21.7,75,0
63,25.4,43,0
94,30.4,70,0
94,40.5,50,0
25,22.4,88,1
42,33.0,28,1
94,34.6,47,0
68,26.1,90,0
20,41.9,29,1
18,28.6,61,1
57,27.2,52,0
31,28.7,79,1
8,17.0,79,1
53,24.3,71,0
29,25.7,21,1
37,18.1,37,1
46,33.1,79,0
67,27.5,30,0
75,32.7,76,0
22,27.7,55,1
25,19.6,22,1
82,17.7,57,0
20,29.4,70,1
26,17.1,21,1
91,22.4,76,0
50,19.8,24,0
91,29.4,76,0
94,16.3,86,0
87,32.9,33,0
54,33.6,76,0
11,31.2,26,1
53,35.7,51,0
52,39.5,45,0
16,15.4,23,1
6,24.1,44,1
92,33.1,48,0
17,36.5,41,1
26,16.2,85,1
18,37.0,61,1
76,31.9,46,0
74,25.7,74,0
20,21.3,33,1
50,23.7,21,0
56,32.7,21,0
54,20.7,48,0
13,32.8,55,1
88,31.8,25,0
13,38.9,72,1
43,35.7,83,1
18,34.2,92,1
26,21.8,32,1
81,23.8,69,0
91,40.0,37,0
47,19.7,60,0
90,28.0,62,0
7,31.4,94,1
62,25.3,49,0
69,30.9,21,0
34,15.6,35,1
44,21.4,74,0
36,31.7,27,1
22,25.1,57,1
30,19.1,46,1
87,16.0,76,0
47,18.6,60,0
87,36.2,25,0
71,36.4,73,0
87,36.9,23,0
34,37.9,62,1
48,21.5,89,0
11,39.5,51,1
92,33.8,48,0
82,38.6,86,0
46,20.0,20,1
13,38.5,28,1
29,16.4,38,1
31,18.4,42,1
80,29.8,46,0
35,28.7,74,0
64,23.4,45,0
36,26.4,51,0
43,22.7,77,0
86,20.4,81,0
15,40.7,66,1
55,25.2,80,0
61,26.4,75,0
24,37.1,81,1
7,35.6,74,1
15,35.5,58,1
81,29.5,90,0
27,21.9,79,1
44,27.2,68,0
76,31.4,29,0
47,18.7,80,0
30,19.2,44,1
5,15.3,84,1
52,28.3,73,0
55,41.2,67,0
54,28.2,95,0
14,26.0,24,1
20,25.4,92,1
25,20.2,75,1
37,35.8,64,1
70,34.1,67,0
94,16.6,69,0
59,34.9,51,0
66,15.9,66,0
85,34.1,23,0
94,33.0,38,0
38,31.3,38,1
37,21.7,94,0
89,37.7,21,0
19,35.8,69,1
55,34.1,30,0
71,39.6,74,0
26,37.4,52,1
93,23.2,88,0
89,38.9,95,0
44,34.8,31,1
18,32.2,64,1
23,22.3,46,1
55,33.9,20,0
26,37.0,20,1
17,16.9,73,1
72,26.3,56,0
60,19.6,67,0
28,34.0,45,1
67,19.9,34,0
62,30.3,47,0
28,20.4,43,1
29,22.0,72,1
61,31.9,33,0
86,19.5,57,0
15,25.2,55,1
13,24.2,94,1
35,27.9,32,1
6,16.6,20,1
90,30.7,25,0
17,20.7,20,1
53,31.3,54,0
67,27.8,63,0
82,26.6,67,0
92,39.0,60,0
35,40.4,71,1
53,31.5,65,0
47,36.8,20,1
63,38.5,71,0
22,15.7,35,1
72,22.5,51,0
52,27.2,80,0
70,26.2,44,0
5,41.6,61,1
7,32.1,25,1
46,33.3,49,0
82,28.1,30,0
49,26.6,80,0
89,38.1,32,0
54,22.9,44,0
23,38.5,93,1
69,15.9,83,0
16,23.1,90,1
64,19.5,77,0
19,28.0,89,1
35,21.6,41,0
89,33.9,33,0
60,41.8,23,0
25,40.1,61,1
54,35.7,48,0
37,33.0,35,1
90,18.7,88,0
86,34.6,31,0
93,24.0,48,0
78,35.7,28,0
87,24.3,68,0
88,32.3,91,0
60,36.8,48,0
38,18.1,31,1
19,17.4,95,1
29,35.1,34,1
78,24.9,60,0
53,30.6,20,0
44,16.7,88,0
29,37.9,74,1
45,35.8,36,1
71,32.9,95,0
33,17.9,21,1
73,38.0,60,0
23,37.0,57,1
33,28.5,78,1
23,31.2,38,1
90,37.9,24,0
81,23.6,84,0
93,18.3,93,0
66,32.0,47,0
68,22.9,68,0
12,41.5,62,1
24,37.4,46,1
33,33.9,26,1
27,38.1,70,1
43,41.6,40,1
7,29.8,63,1
59,33.3,64,0
55,25.6,87,0
41,22.6,44,0
94,38.1,70,0
17,18.5,94,1
11,37.9,58,1
63,32.7,93,0
22,26.9,81,1
42,39.2,46,1
32,36.7,45,1
88,15.2,93,0
18,33.3,38,1
53,40.7,74,0
91,37.7,27,0
17,24.6,80,1
27,40.5,35,1
70,32.6,95,0
60,41.2,71,0
36,15.9,50,0
55,28.2,42,0
88,35.1,31,0
64,38.4,68,0
40,32.1,76,1
52,15.3,34,0
15,18.3,85,1
33,15.6,93,1
78,27.9,32,0
80,19.9,81,0
87,34.0,58,0
78,18.4,61,0
13,34.3,88,1
28,25.9,22,1
55,30.0,88,0
72,28.2,86,0
79,29.6,35,0
31,41.1,35,1
28,38.3,43,1
5,30.0,60,1
20,16.1,93,1
31,32.6,31,1
76,21.9,24,0
15,41.5,84,1
43,24.8,89,0
26,26.4,20,1
36,23.1,86,0
42,32.8,76,1
22,30.6,60,1
71,39.6,65,0
82,29.5,46,0
93,17.7,25,0
35,16.0,38,1
43,38.1,47,1
22,31.3,47,1
80,24.7,36,0
84,26.4,90,0
37,22.0,40,0
56,27.3,52,0
91,26.5,38,0
73,20.5,54,0
86,33.8,44,0
52,30.2,85,0
82,19.4,39,0
45,41.8,75,0
53,15.7,51,0
14,22.3,88,1
19,33.5,72,1
13,23.9,31,1
51,39.5,54,0
23,38.5,48,1
40,15.3,68,0
33,25.2,33,1
20,19.7,59,1
80,37.2,82,0
17,29.3,93,1
41,29.9,32,1
11,19.6,69,1
28,24.3,88,1
75,31.1,71,0
66,31.0,53,0
6,33.5,39,1
89,18.4,68,0
77,34.9,26,0
86,41.3,51,0
91,31.4,78,0
28,26.9,65,1
64,28.6,55,0
59,29.1,49,0
44,32.2,31,1
44,26.0,60,0
16,32.1,29,1
35,40.5,41,1
78,16.6,56,0
75,40.1,21,0
59,33.3,37,0
66,28.4,88,0
94,18.4,21,0
83,20.1,20,0
59,34.0,64,0
36,41.8,87,1
92,31.4,77,0
26,33.2,87,1
33,19.7,66,1
22,28.9,26,1
59,28.4,41,0
52,41.2,63,0
91,21.7,89,0
20,22.8,81,1
42,22.1,20,1
85,30.4,47,0
44,40.1,85,1
9,40.3,82,1
12,24.6,78,1
47,23.1,33,1
5,24.4,43,1
56,24.6,32,0
60,28.3,30,0
72,28.9,39,0
57,18.3,82,0
5,19.2,52,1
33,27.7,67,1
43,24.8,43,0
73,36.9,33,0
61,32.7,76,0
25,18.8,75,1
5,24.7,45,1
19,20.1,25,1
22,25.7,62,1
9,19.3,45,1
66,40.9,54,0
20,26.4,90,1
68,36.6,36,0
46,35.3,71,0
69,34.6,69,0
21,18.0,33,1
7,18.4,64,1
69,15.4,50,0
11,33.3,63,1
59,41.4,21,0
60,28.0,56,0
67,17.2,74,0
36,31.7,85,1
28,21.7,34,1
38,41.8,51,1
90,37.2,45,0
65,34.1,33,0
94,34.7,43,0
29,41.8,95,1
85,32.1,49,0
20,18.6,24,1
40,41.7,38,1
59,15.5,45,0
16,38.3,68,1
57,29.2,49,0
33,24.1,81,1
12,28.8,26,1
43,18.0,66,0
40,40.5,73,1
36,23.6,26,1
28,16.1,26,1
89,35.1,47,0
41,27.7,32,1
60,20.0,82,0
51,24.0,34,0
17,33.1,90,1
21,23.9,66,1
80,29.3,67,0
35,32.6,46,1
79,25.4,33,0
21,32.0,35,1
10,30.8,44,1
29,34.0,32,1
14,40.4,63,1
43,34.6,45,1
73,34.5,25,0
21,20.2,90,1
37,39.1,91,1
49,39.2,77,0
85,34.4,75,0
13,28.0,87,1
69,36.4,41,0
81,22.4,36,0
42,16.2,92,0
12,36.4,44,1
55,28.4,88,0
70,41.2,41,0
61,35.3,69,0
76,36.0,71,0
82,22.3,43,0
5,19.3,47,1
80,33.8,85,0
63,28.6,87,0
38,23.2,48,0
42,34.1,90,1
20,19.6,25,1
73,21.4,25,0
86,19.0,55,0
22,22.3,26,1
87,41.5,46,0
73,18.1,64,0
85,31.3,67,0
46,17.2,90,0
38,34.5,72,1
83,23.0,27,0
85,37.0,65,0
33,34.7,55,1
27,21.9,22,1
73,32.7,94,0
18,34.5,68,1
88,21.9,90,0
31,37.1,48,1
46,22.3,94,0
85,36.8,70,0
24,27.0,75,1
52,19.0,81,0
16,28.4,78,1
28,37.0,42,1
29,30.4,43,1
87,22.6,59,0
25,38.9,70,1
92,31.4,28,0
23,16.9,51,1
63,39.5,71,0
17,34.6,37,1
6,31.3,68,1
54,15.6,21,0
87,40.2,36,0
36,35.8,54,1
23,40.3,21,1
6,40.9,33,1
74,34.9,63,0
95,17.3,37,0
66,35.5,76,0
25,23.3,81,1
24,21.6,89,1
93,22.2,89,0
20,15.6,25,1
18,29.7,33,1
70,38.9,73,0
23,15.0,48,1
8,21.1,69,1
23,24.5,56,1
33,39.9,69,1
92,38.9,34,0
67,19.6,34,0
33,17.7,56,1
50,17.1,62,0
20,24.7,30,1
10,31.3,42,1
59,29.3,43,0
91,26.5,58,0
84,37.1,64,0
18,22.3,83,1
89,25.0,53,0
14,36.3,39,1
88,19.0,38,0
54,27.1,81,0
13,18.1,74,1
40,18.9,61,0
21,19.9,69,1
50,23.6,74,0
66,33.7,72,0
82,36.4,62,0
22,36.7,51,1
54,26.3,83,0
73,29.4,88,0
73,37.2,69,0
15,30.7,73,1
72,30.6,48,0
94,17.4,66,0
5,20.5,22,1
51,30.1,37,0
19,16.6,64,1
51,37.9,37,0
42,27.4,90,0
58,21.5,48,0
12,35.2,35,1
94,34.0,68,0
8,33.8,74,1
52,16.5,33,0
89,30.7,81,0
81,38.5,23,0
23,24.9,30,1
36,17.1,92,0
58,19.0,43,0
65,35.1,87,0
94,40.6,80,0
57,34.5,76,0
87,33.8,56,0
19,19.2,24,1
82,35.3,84,0
25,15.3,74,1
92,40.6,78,0
75,34.2,53,0
78,28.6,49,0
59,40.1,54,0
16,29.1,36,1
32,25.8,27,1
33,25.6,91,1
82,37.7,79,0
66,23.5,71,0
53,19.5,67,0
87,26.5,54,0
18,17.8,66,1
82,36.0,62,0
8,21.5,40,1
74,17.9,47,0
81,15.3,59,0
29,29.9,24,1
35,22.3,92,0
77,16.2,81,0
10,16.3,31,1
44,15.2,65,0
41,40.9,84,1
29,23.5,70,1
50,41.3,32,0
47,26.0,84,0
17,28.6,39,1
8,30.9,68,1
66,30.8,24,0
42,19.4,79,0
15,38.9,31,1
34,38.9,38,1
25,41.8,84,1
71,41.8,86,0
48,27.1,36,1
48,22.9,75,0
10,39.0,69,1
35,20.6,29,1
24,30.3,83,1
17,36.7,38,1
44,29.8,31,1
68,17.5,60,0
26,40.2,40,1
13,22.6,66,1
50,17.4,42,0
95,35.8,53,0
65,41.4,76,0
88,40.0,35,0
77,28.2,66,0
41,25.8,36,1
61,24.9,60,0
52,17.3,72,0
69,27.2,25,0
84,41.4,27,0
36,33.9,91,1
6,19.2,33,1
42,25.1,92,0
56,38.1,48,0
54,38.6,31,0
49,27.6,88,0
64,17.9,43,0
18,39.8,70,1
60,20.4,62,0
13,23.6,82,1
32,34.0,80,1
19,22.5,24,1
74,19.2,80,0
23,32.3,60,1
77,15.8,68,0
12,40.3,66,1
60,41.4,47,0
11,20.7,22,1
92,26.4,52,0
86,19.8,38,0
13,22.4,30,1
43,38.6,77,1
58,29.2,53,0
28,37.4,31,1
59,24.2,58,0
26,20.4,73,1
66,27.8,40,0
94,26.8,93,0
54,37.2,91,0
81,20.4,94,0
83,18.9,60,0
6,19.1,78,1
23,28.5,60,1
19,36.4,72,1
38,29.1,20,1
62,40.5,36,0
86,27.1,94,0
17,16.0,44,1
58,33.8,41,0
81,25.2,64,0
31,40.7,93,1
6,25.0,66,1
7,23.2,59,1
69,37.1,35,0
94,28.5,78,0
57,26.1,65,0
74,26.5,62,0
19,40.0,78,1
59,25.1,90,0
81,19.4,75,0
53,22.7,75,0
86,22.6,32,0
16,36.8,33,1
16,32.5,72,1
18,28.4,89,1
17,32.1,84,1
79,36.8,57,0
58,20.7,78,0
75,25.3,45,0
65,40.7,64,0
64,26.1,70,0
5,40.4,48,1
69,22.7,53,0
44,37.6,73,1
91,21.5,73,0
9,15.4,39,1
52,37.7,86,0
81,23.6,41,0
78,41.8,50,0
76,41.3,44,0
83,32.4,26,0
78,26.6,69,0
27,25.9,60,1
71,19.3,49,0
17,34.2,36,1
69,18.2,93,0
55,37.8,53,0
75,19.3,61,0
31,17.5,23,1
60,15.3,95,0
24,15.8,89,1
15,30.4,23,1
21,41.6,65,1
28,21.5,48,1
43,20.2,51,0
53,35.8,26,0
40,17.2,38,1
85,15.6,94,0
18,18.0,35,1
18,18.8,53,1
28,17.5,83,1
51,39.6,46,0
55,17.7,22,0
57,17.0,29,0
31,33.6,68,1
45,32.1,77,0
25,19.9,21,1
27,32.8,24,1
20,41.3,64,1
66,41.9,89,0
5,19.3,52,1
20,20.2,23,1
73,15.6,85,0
24,20.8,66,1
19,39.3,23,1
46,18.7,30,1
93,40.4,54,0
40,28.0,31,1
49,34.1,57,0
64,35.1,83,0
60,28.8,71,0
29,21.8,45,1
92,37.8,55,0
55,17.8,95,0
44,19.5,46,0
67,26.7,77,0
59,31.1,54,0
45,31.8,69,0
59,20.4,65,0
52,39.2,28,0
62,19.5,24,0
70,21.8,72,0
42,31.3,87,1
50,25.8,34,0
28,36.8,74,1
28,24.7,29,1
32,32.7,67,1
23,36.0,35,1
6,23.6,21,1
47,20.8,92,0
46,39.3,91,0
13,25.4,47,1
72,20.9,91,0
40,34.3,29,1
78,39.1,73,0
92,35.4,60,0
45,20.4,26,1
68,28.5,55,0
58,18.2,77,0
26,31.2,95,1
54,21.4,22,0
41,15.5,93,0
5,39.6,56,1
21,37.7,71,1
9,39.2,87,1
10,24.1,22,1
13,27.7,73,1
43,22.4,64,0
56,17.2,60,0
68,31.5,70,0
43,33.8,78,1
68,37.9,35,0
52,40.3,33,0
8,21.0,21,1
22,17.8,61,1
93,34.6,48,0
26,17.4,67,1
73,41.7,26,0
38,38.8,25,1
19,16.3,58,1
14,22.1,68,1
39,33.9,37,1
79,27.4,36,0
45,38.3,94,0
57,32.2,35,0
71,29.2,93,0
66,32.9,55,0
46,35.9,81,0
33,17.5,57,1
15,24.5,51,1
89,32.5,46,0
93,17.1,83,0
12,20.7,47,1
64,37.1,44,0
67,17.8,46,0
80,35.6,85,0
45,35.5,59,0
95,27.3,39,0
69,17.9,36,0
33,39.8,69,1
62,38.4,85,0
30,36.1,44,1
13,22.5,41,1
92,23.3,93,0
87,17.8,79,0
18,35.1,50,1
7,39.1,43,1
39,15.8,87,0
62,24.5,35,0
75,17.3,75,0
32,19.1,84,1
60,28.7,26,0
61,22.4,32,0
11,32.5,74,1
29,22.9,71,1
27,31.0,87,1
82,28.3,75,0
18,33.4,51,1
19,20.9,26,1
9,30.5,50,1
13,29.4,55,1
33,38.8,71,1
55,25.6,48,0
93,22.2,46,0
26,36.2,64,1
86,22.8,56,0
5,17.5,84,1
94,31.8,59,0
93,21.4,60,0
92,16.9,43,0
47,39.3,38,1
6,33.0,74,1
47,15.6,53,0
14,19.6,21,1
81,24.5,80,0
79,15.0,51,0
65,18.0,22,0
77,33.4,57,0
34,29.2,41,1
23,35.9,32,1
43,36.7,62,1
62,28.2,64,0
74,21.9,82,0
37,24.8,21,1
50,23.1,62,0
71,35.9,81,0
19,22.3,86,1
86,15.6,72,0
33,32.8,38,1
50,28.4,51,0
78,35.0,75,0
51,20.6,31,0
29,39.9,68,1
86,17.9,55,0
85,33.3,77,0
72,19.7,64,0
47,25.6,73,0
40,23.4,25,1
79,29.0,63,0
83,18.3,78,0
77,41.1,64,0
41,18.0,21,1
68,40.0,38,0
64,33.4,86,0
42,31.8,40,1
43,28.1,28,1
42,15.4,25,1
32,22.6,95,1
20,16.4,59,1
5,26.6,20,1
11,21.8,64,1
41,36.2,84,1
90,40.9,91,0
24,40.7,54,1
23,41.9,45,1
60,30.8,30,0
42,20.9,80,0
50,21.7,69,0
59,25.8,32,0
38,39.8,59,1
27,30.2,61,1
79,18.8,45,0
37,18.7,90,0
30,23.1,30,1
43,30.3,79,1
74,20.0,75,0
17,18.7,76,1
93,23.5,65,0
64,24.6,79,0
58,41.0,79,0
8,39.6,23,1
58,17.4,37,0
83,39.5,51,0
79,28.8,36,0
84,29.7,92,0
42,16.4,70,0
21,25.9,20,1
64,36.8,86,0
63,37.7,30,0
12,22.3,33,1
47,31.0,57,0
77,28.0,62,0
12,18.3,94,1
91,28.8,26,0
94,20.5,38,0
76,35.0,83,0
22,21.0,39,1
43,32.0,20,1
67,31.8,45,0
19,16.8,39,1
82,38.8,86,0
17,21.7,33,1
65,15.7,84,0
61,25.5,35,0
43,25.9,43,0
35,37.7,89,1
38,37.2,76,1
89,31.7,75,0
23,32.2,43,1
23,37.1,50,1
26,28.8,89,1
30,27.9,57,1
42,33.0,95,1
68,24.9,55,0
55,25.4,33,0
64,26.3,74,0
23,15.8,78,1
20,30.2,21,1
79,23.2,76,0
10,39.5,65,1
22,27.6,78,1
40,15.2,40,0
50,28.5,84,0
31,24.4,87,1
54,28.9,42,0
88,19.1,92,0
48,27.4,37,1
40,36.2,58,1
55,16.8,81,0
53,41.0,43,0
78,34.1,84,0
89,29.2,36,0
94,23.8,94,0
49,30.8,71,0
13,16.2,40,1
34,17.6,33,1
68,40.2,80,0
46,35.5,50,0
18,39.3,42,1
54,35.4,73,0
13,16.7,52,1
19,16.0,29,1
61,35.6,23,0
27,23.7,77,1
53,18.6,93,0
76,20.4,52,0
67,26.8,56,0
33,20.4,40,1
60,37.0,44,0
16,30.7,32,1
31,15.9,37,1
5,24.7,72,1
77,29.8,29,0
48,20.0,87,0
68,20.1,46,0
78,37.3,84,0
50,24.6,91,0
22,36.6,76,1
59,31.9,29,0
77,17.1,86,0
43,17.7,83,0
34,16.4,89,1
47,15.6,57,0
37,25.5,65,0
13,38.6,40,1
41,17.0,93,0
35,38.0,84,1
44,25.8,27,1
74,33.8,34,0
79,27.7,53,0
88,15.8,63,0
58,22.0,62,0
12,18.8,90,1
47,40.0,27,1
35,28.3,92,0
83,34.0,24,0
49,41.5,73,0
81,35.0,30,0
75,27.9,36,0
39,34.5,33,1
9,28.4,48,1
88,24.5,81,0
43,36.1,49,1
7,40.1,23,1
30,29.4,68,1
92,33.5,22,0
75,28.0,69,0
53,33.8,75,0
94,26.5,37,0
19,26.8,67,1
50,20.2,75,0
12,21.4,31,1
80,15.3,72,0
73,30.3,21,0
36,36.9,29,1
12,18.4,43,1
41,16.2,64,0
82,32.7,51,0
42,18.5,70,0
66,32.8,29,0
14,21.8,89,1
31,28.4,65,1
33,27.0,58,1
51,36.1,57,0
88,21.6,54,0
45,33.8,84,0
18,16.5,72,1
95,40.7,82,0
40,17.1,37,1
71,21.2,90,0
31,18.3,38,1
9,41.4,76,1
88,35.6,34,0
7,28.5,24,1
39,22.5,69,0
43,37.3,30,1
12,22.5,69,1
68,15.5,68,0
54,27.0,48,0
31,25.2,75,1
73,16.4,59,0
9,29.6,64,1
8,39.6,63,1
38,36.9,95,1
32,35.4,63,1
84,26.7,74,0
12,36.8,90,1
54,40.7,56,0
73,27.5,93,0
77,35.8,53,0
25,40.9,79,1
35,18.6,21,1
40,36.6,55,1
15,42.0,89,1
42,24.1,70,0
9,31.6,66,1
39,32.8,21,1
20,23.3,61,1
38,37.9,76,1
64,15.5,21,0
64,16.0,65,0
66,32.2,91,0
32,26.0,94,1
15,22.5,90,1
45,40.7,76,0
28,22.0,55,1
38,38.5,36,1
34,32.0,38,1
84,32.7,49,0
19,32.7,43,1
92,28.7,76,0
79,23.6,90,0
34,16.6,53,1
37,15.4,65,0
74,34.4,50,0
49,17.9,84,0
61,18.1,29,0
35,20.5,93,0
52,37.4,73,0
14,32.3,56,1
23,15.7,66,1
47,41.3,67,0
65,40.4,57,0
84,15.8,67,0
10,22.9,39,1
80,15.7,47,0
45,28.8,85,0
79,34.2,47,0
53,37.4,24,0
89,34.6,68,0
88,17.1,29,0
33,30.3,93,1
85,29.8,73,0
73,34.8,87,0
11,31.4,87,1
71,26.9,54,0
29,37.6,57,1
36,23.9,66,0
34,27.3,34,1
93,21.5,72,0
51,17.2,91,0
69,17.1,66,0
88,28.1,49,0
62,36.2,49,0
77,37.4,36,0
73,21.6,72,0
91,30.8,37,0
82,22.0,56,0
48,23.5,30,1
57,26.4,38,0
78,28.3,45,0
28,38.7,21,1
26,18.3,53,1
75,34.2,80,0
17,18.4,24,1
60,15.6,41,0
14,18.6,87,1
54,39.4,65,0
21,25.9,91,1
35,34.2,35,1
48,39.2,63,0
80,31.4,33,0
10,17.0,65,1
62,39.6,77,0
60,22.8,81,0
94,18.6,43,0
80,39.7,85,0
15,19.1,20,1
80,31.0,78,0
53,23.7,42,0
70,34.5,55,0
17,21.3,83,1
48,16.3,86,0
72,30.7,74,0
41,23.7,60,0
27,40.7,25,1
31,26.6,55,1
78,38.7,60,0
17,24.4,41,1
20,22.8,82,1
61,21.0,41,0
41,40.4,53,1
82,35.3,49,0
90,22.5,32,0
31,29.9,85,1
26,15.7,25,1
74,29.5,44,0
5,28.2,23,1
52,20.5,93,0
59,34.8,86,0
21,37.4,57,1
19,34.3,35,1
61,39.0,83,0
38,17.3,37,1
40,34.8,34,1
50,36.7,48,0
14,23.8,84,1
47,22.5,85,0
91,36.0,60,0
9,26.7,86,1
45,20.1,91,0
89,37.6,24,0
86,31.9,51,0
22,30.8,48,1
91,20.3,80,0
24,28.1,43,1
68,22.6,45,0
86,38.6,86,0
32,15.1,28,1
67,30.1,46,0
95,19.8,73,0
93,22.1,68,0
85,30.8,64,0
66,29.3,43,0
43,37.7,57,1
90,28.1,70,0
81,24.6,81,0
42,17.6,34,1
41,26.3,77,0
46,21.7,74,0
19,19.8,60,1
89,18.1,70,0
95,18.5,81,0
67,31.2,50,0
8,22.9,84,1
32,39.0,72,1
12,30.2,61,1
38,33.2,72,1
55,36.8,74,0
56,22.0,26,0
39,28.1,48,0
48,32.2,25,1
44,27.1,48,0
78,38.6,88,0
31,36.0,34,1
83,31.5,36,0
82,29.6,22,0
53,17.4,62,0
50,35.7,90,0
13,32.7,86,1
31,24.8,45,1
25,37.6,70,1
34,22.8,40,1
52,24.0,47,0
75,34.8,21,0
9,37.8,87,1
18,28.5,82,1
10,19.2,58,1
8,21.2,51,1
9,22.4,35,1
53,32.7,36,0
39,38.3,29,1
14,28.6,73,1
7,15.4,89,1
82,39.8,32,0
80,36.4,44,0
82,38.2,61,0
59,28.8,22,0
43,22.4,45,0
17,22.1,93,1
65,25.2,74,0
16,21.0,72,1
76,22.5,56,0
94,29.4,51,0
53,15.5,83,0
55,40.7,89,0
18,27.2,93,1
8,25.7,49,1
62,25.0,92,0
18,32.4,62,1
23,36.9,30,1
17,30.1,46,1
67,31.0,30,0
23,25.9,80,1
71,34.5,92,0
34,16.6,83,1
37,26.1,63,0
24,16.0,92,1
81,26.0,20,0
39,33.6,91,1
67,29.7,60,0
88,21.4,79,0
95,28.0,91,0
15,39.9,74,1
94,17.1,36,0
6,19.4,35,1
26,20.3,34,1
9,38.9,83,1
26,31.9,87,1
67,18.8,90,0
58,25.8,57,0
20,26.8,57,1
91,22.3,61,0
83,39.0,92,0
88,19.5,57,0
71,33.5,67,0
71,31.3,80,0
64,20.7,62,0
22,19.4,80,1
6,23.6,42,1
24,27.7,20,1
44,33.9,45,1
93,17.5,78,0
47,17.6,79,0
81,19.2,64,0
86,30.1,48,0
